ObjectName,"ObjectType (from static file, if available)",StartFrame (first frame where object is relevant),EndFrame (last frame where object is relevant),"StartPosition (x,y,z at StartFrame)","EndPosition (x,y,z at EndFrame)",AvgSpeed (avg world units per frame),VisibilityRatio (fraction of frames visible),SizeChange (grow/shrink/stable),RelativeSize (approx. size compared to average scene object),PathSummary (detailed 3D path narrative),MovementSummary (short overall description)
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (30),Mesh,8,12,"[-633.567,-9.76,-228.082]","[-524.187,-9.2,-119.552]",154.08782852646084,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.56 units, moves 154.09 units left-forward. Frame 9→10: quickly descends 0.56 units, moves 154.09 units left-forward. Frame 10→11: quickly descends 0.56 units, moves 154.09 units left-forward. Frame 11→12: quickly descends 0.56 units, moves 154.09 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert15,Mesh,8,12,"[39.043,1022.645,397.577]","[-82.09,1024.598,492.138]",153.68409357835313,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 1.95 units, moves 153.67 units right-forward. Frame 9→10: quickly descends 1.95 units, moves 153.67 units right-forward. Frame 10→11: quickly descends 1.95 units, moves 153.67 units right-forward. Frame 11→12: quickly descends 1.95 units, moves 153.67 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (1),Mesh,8,12,"[-304.966,0.3,336.728]","[-286.06,0.3,489.16]",153.59997220051835,1.0,stable,huge,Starts near the ground. Frame 8→9: quickly moves 153.60 units left-forward. Frame 9→10: quickly moves 153.60 units left-forward. Frame 10→11: quickly moves 153.60 units left-forward. Frame 11→12: quickly moves 153.60 units left-forward.,Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/glassShard04,Mesh,8,12,"[184.52,1080.08,680.89]","[92.716,1027.962,569.387]",153.54862210062325,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 52.12 units, moves 144.43 units right-backward. Frame 9→10: quickly rises 52.12 units, moves 144.43 units right-backward. Frame 10→11: quickly rises 52.12 units, moves 144.43 units right-backward. Frame 11→12: quickly rises 52.12 units, moves 144.43 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Rocks/rockCrag01 (27),Mesh,8,12,"[-633.567,-0.97,-227.452]","[-521.897,-4.34,-122.392]",153.35954290490042,1.0,stable,huge,"Starts near the ground. Takes off from near the ground. Frame 8→9: quickly rises 3.37 units, moves 153.32 units left-forward. Frame 9→10: quickly rises 3.37 units, moves 153.32 units left-forward. Frame 10→11: quickly rises 3.37 units, moves 153.32 units left-forward. Frame 11→12: quickly rises 3.37 units, moves 153.32 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneMOSS/cellMoss_Coast/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-384.2,4.438,618.0]","[-520.476,-0.6,548.634]",152.99729270807376,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 5.04 units, moves 152.91 units right-backward. Frame 9→10: quickly rises 5.04 units, moves 152.91 units right-backward. Frame 10→11: quickly rises 5.04 units, moves 152.91 units right-backward. Frame 11→12: quickly rises 5.04 units, moves 152.91 units right-backward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneVALLEY/cellValley_RaceTrack1/Sector/Deco/valley_ore_pebbles_02,Mesh,8,12,"[-627.71,24.781,-893.689]","[-749.132,33.78,-803.98]",151.23487946237788,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 9.00 units, moves 150.97 units right-forward. Frame 9→10: quickly descends 9.00 units, moves 150.97 units right-forward. Frame 10→11: quickly descends 9.00 units, moves 150.97 units right-forward. Frame 11→12: quickly descends 9.00 units, moves 150.97 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (2),Mesh,8,12,"[-262.82,0.3,488.72]","[-323.006,0.3,351.208]",150.10631145957854,1.0,stable,huge,Starts near the ground. Frame 8→9: quickly moves 150.11 units right-backward. Frame 9→10: quickly moves 150.11 units right-backward. Frame 10→11: quickly moves 150.11 units right-backward. Frame 11→12: quickly moves 150.11 units right-backward.,Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_CrystalVolcano/Sector/Mountains/mtnBluffQuar02 (3)/mountaintop,Mesh,8,12,"[445.6,7.234,276.73]","[462.1,47.3,133.1]",150.02370231400107,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 40.07 units, moves 144.57 units left-backward. Frame 9→10: quickly descends 40.07 units, moves 144.57 units left-backward. Frame 10→11: quickly descends 40.07 units, moves 144.57 units left-backward. Frame 11→12: quickly descends 40.07 units, moves 144.57 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree05,Mesh,8,12,"[-668.37,10.4,-911.76]","[-655.42,21.51,-762.99]",149.74527538456763,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 11.11 units, moves 149.33 units left-forward. Frame 9→10: quickly descends 11.11 units, moves 149.33 units left-forward. Frame 10→11: quickly descends 11.11 units, moves 149.33 units left-forward. Frame 11→12: quickly descends 11.11 units, moves 149.33 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_mtnBase04 (1),Mesh,8,12,"[-102.37,11.261,-871.84]","[-174.88,9.77,-1002.148]",149.13114377956066,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 1.49 units, moves 149.12 units right-backward. Frame 9→10: quickly rises 1.49 units, moves 149.12 units right-backward. Frame 10→11: quickly rises 1.49 units, moves 149.12 units right-backward. Frame 11→12: quickly rises 1.49 units, moves 149.12 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp03,Mesh,8,12,"[-264.45,10.311,-947.028]","[-136.88,6.69,-1024.128]",149.10273820758619,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 3.62 units, moves 149.06 units left-backward. Frame 9→10: quickly rises 3.62 units, moves 149.06 units left-backward. Frame 10→11: quickly rises 3.62 units, moves 149.06 units left-backward. Frame 11→12: quickly rises 3.62 units, moves 149.06 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/cliffWallMoss01 (1),Mesh,8,12,"[-436.69,-4.57,888.48]","[-380.86,-5.62,750.7]",148.6654627006555,1.0,stable,huge,"Starts near the ground. Takes off from near the ground. Frame 8→9: quickly rises 1.05 units, moves 148.66 units left-backward. Frame 9→10: quickly rises 1.05 units, moves 148.66 units left-backward. Frame 10→11: quickly rises 1.05 units, moves 148.66 units left-backward. Frame 11→12: quickly rises 1.05 units, moves 148.66 units left-backward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk05,Mesh,8,12,"[-161.563,5.404,-376.927]","[-54.258,18.889,-275.104]",148.53999992931196,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 13.48 units, moves 147.93 units left-forward. Frame 9→10: quickly descends 13.48 units, moves 147.93 units left-forward. Frame 10→11: quickly descends 13.48 units, moves 147.93 units left-forward. Frame 11→12: quickly descends 13.48 units, moves 147.93 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk03,Mesh,8,12,"[-156.977,7.975,-378.02]","[-56.55,20.572,-271.188]",147.1643399808527,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 12.60 units, moves 146.62 units left-forward. Frame 9→10: quickly descends 12.60 units, moves 146.62 units left-forward. Frame 10→11: quickly descends 12.60 units, moves 146.62 units left-forward. Frame 11→12: quickly descends 12.60 units, moves 146.62 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/cliffDesert18,Mesh,8,12,"[-86.214,1024.902,369.383]","[-77.358,1021.953,515.661]",146.5755048464783,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 2.95 units, moves 146.55 units left-forward. Frame 9→10: quickly rises 2.95 units, moves 146.55 units left-forward. Frame 10→11: quickly rises 2.95 units, moves 146.55 units left-forward. Frame 11→12: quickly rises 2.95 units, moves 146.55 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[-605.926,0.739,-235.082]","[-510.837,-4.39,-124.922]",145.6140452085581,1.0,stable,huge,"Starts near the ground. Takes off from near the ground. Frame 8→9: quickly rises 5.13 units, moves 145.52 units left-forward. Frame 9→10: quickly rises 5.13 units, moves 145.52 units left-forward. Frame 10→11: quickly rises 5.13 units, moves 145.52 units left-forward. Frame 11→12: quickly rises 5.13 units, moves 145.52 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneMOSS/cellMoss_Forest/Sector/Cliffs/cliffWallMoss01 (3),Mesh,8,12,"[-281.33,0.3,338.85]","[-253.526,0.23,481.118]",144.95948102832043,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly rises 0.07 units, moves 144.96 units left-forward. Frame 9→10: quickly rises 0.07 units, moves 144.96 units left-forward. Frame 10→11: quickly rises 0.07 units, moves 144.96 units left-forward. Frame 11→12: quickly rises 0.07 units, moves 144.96 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard01,Mesh,8,12,"[54.347,1037.49,573.321]","[76.27,1056.17,713.752]",143.35419802014863,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 18.68 units, moves 142.13 units left-forward. Frame 9→10: quickly descends 18.68 units, moves 142.13 units left-forward. Frame 10→11: quickly descends 18.68 units, moves 142.13 units left-forward. Frame 11→12: quickly descends 18.68 units, moves 142.13 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Deco/valley_ore_pebbles_02,Mesh,8,12,"[-176.7,23.491,-814.008]","[-205.91,32.142,-994.93]",183.4688910551322,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 8.65 units, moves 183.26 units right-backward. Frame 9→10: quickly descends 8.65 units, moves 183.26 units right-backward. Frame 10→11: quickly descends 8.65 units, moves 183.26 units right-backward. Frame 11→12: quickly descends 8.65 units, moves 183.26 units right-backward.",Large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape02/drapeMoss01,Mesh,8,12,"[820.64,30.463,95.819]","[954.789,12.5,140.841]",142.63801756193894,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.96 units, moves 141.50 units left-forward. Frame 9→10: quickly rises 17.96 units, moves 141.50 units left-forward. Frame 10→11: quickly rises 17.96 units, moves 141.50 units left-forward. Frame 11→12: quickly rises 17.96 units, moves 141.50 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_SeaTeeth/Sector/Flora/desert_tree03/trunk/Leaves,Mesh,8,12,"[-871.32,20.011,598.794]","[-831.077,12.025,735.124]",142.3697444859687,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 7.99 units, moves 142.15 units left-forward. Frame 9→10: quickly rises 7.99 units, moves 142.15 units left-forward. Frame 10→11: quickly rises 7.99 units, moves 142.15 units left-forward. Frame 11→12: quickly rises 7.99 units, moves 142.15 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_NorthPass/Sector/Cliffs/cliffWallMoss01,Mesh,8,12,"[-159.91,10.42,711.01]","[-286.32,8.665,646.45]",141.95267424391832,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 1.76 units, moves 141.94 units right-backward. Frame 9→10: quickly rises 1.76 units, moves 141.94 units right-backward. Frame 10→11: quickly rises 1.76 units, moves 141.94 units right-backward. Frame 11→12: quickly rises 1.76 units, moves 141.94 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationMoss_NorthPass/Sector/Cliffs/cliffWallMoss01,Mesh,8,12,"[885.776,8.71,1260.707]","[744.638,6.955,1275.788]",141.952286455696,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 1.76 units, moves 141.94 units right-forward. Frame 9→10: quickly rises 1.76 units, moves 141.94 units right-forward. Frame 10→11: quickly rises 1.76 units, moves 141.94 units right-forward. Frame 11→12: quickly rises 1.76 units, moves 141.94 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard04,Mesh,8,12,"[114.591,1024.9,666.996]","[13.47,1047.05,570.19]",141.73031001518333,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 22.15 units, moves 139.99 units right-backward. Frame 9→10: quickly descends 22.15 units, moves 139.99 units right-backward. Frame 10→11: quickly descends 22.15 units, moves 139.99 units right-backward. Frame 11→12: quickly descends 22.15 units, moves 139.99 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk02,Mesh,8,12,"[-159.447,10.887,-373.102]","[-58.31,24.414,-275.121]",141.463595525492,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 13.53 units, moves 140.82 units left-forward. Frame 9→10: quickly descends 13.53 units, moves 140.82 units left-forward. Frame 10→11: quickly descends 13.53 units, moves 140.82 units left-forward. Frame 11→12: quickly descends 13.53 units, moves 140.82 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Deco/Drapes/mossDrape02/drapeMoss01,Mesh,8,12,"[-253.067,10.72,479.122]","[-317.959,20.476,354.182]",141.12460735109238,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 9.76 units, moves 140.79 units right-backward. Frame 9→10: quickly descends 9.76 units, moves 140.79 units right-backward. Frame 10→11: quickly descends 9.76 units, moves 140.79 units right-backward. Frame 11→12: quickly descends 9.76 units, moves 140.79 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Deco/Drapes/mossDrape05/drapeMoss02,Mesh,8,12,"[-210.62,23.18,432.03]","[-349.3,26.22,406.08]",141.11975942439813,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 3.04 units, moves 141.09 units right-backward. Frame 9→10: quickly descends 3.04 units, moves 141.09 units right-backward. Frame 10→11: quickly descends 3.04 units, moves 141.09 units right-backward. Frame 11→12: quickly descends 3.04 units, moves 141.09 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02 (1),Mesh,8,12,"[-615.46,21.491,-939.419]","[-744.173,29.94,-885.498]",139.80663865138874,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 9→10: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 10→11: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 11→12: quickly descends 8.45 units, moves 139.55 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02 (1)/LOD1,Mesh,8,12,"[-615.46,21.491,-939.419]","[-744.173,29.94,-885.498]",139.80663865138874,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 9→10: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 10→11: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 11→12: quickly descends 8.45 units, moves 139.55 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02 (1)/LOD2,Mesh,8,12,"[-615.46,21.491,-939.419]","[-744.173,29.94,-885.498]",139.80663865138874,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 9→10: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 10→11: quickly descends 8.45 units, moves 139.55 units right-forward. Frame 11→12: quickly descends 8.45 units, moves 139.55 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[-222.19,48.47,-913.39]","[-98.362,28.51,-974.761]",139.63586510993514,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 19.96 units, moves 138.20 units left-backward. Frame 9→10: quickly rises 19.96 units, moves 138.20 units left-backward. Frame 10→11: quickly rises 19.96 units, moves 138.20 units left-backward. Frame 11→12: quickly rises 19.96 units, moves 138.20 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD1,Mesh,8,12,"[-624.553,20.45,-924.87]","[-770.47,19.35,-821.27]",178.95793050043915,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 1.10 units, moves 178.95 units right-forward. Frame 9→10: quickly rises 1.10 units, moves 178.95 units right-forward. Frame 10→11: quickly rises 1.10 units, moves 178.95 units right-forward. Frame 11→12: quickly rises 1.10 units, moves 178.95 units right-forward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD3,Mesh,8,12,"[-770.47,19.35,-821.27]","[-624.553,20.45,-924.87]",178.95793050043915,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 1.10 units, moves 178.95 units left-backward. Frame 9→10: quickly descends 1.10 units, moves 178.95 units left-backward. Frame 10→11: quickly descends 1.10 units, moves 178.95 units left-backward. Frame 11→12: quickly descends 1.10 units, moves 178.95 units left-backward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD2,Mesh,8,12,"[-770.47,19.35,-821.27]","[-624.553,20.45,-924.87]",178.95793050043915,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 1.10 units, moves 178.95 units left-backward. Frame 9→10: quickly descends 1.10 units, moves 178.95 units left-backward. Frame 10→11: quickly descends 1.10 units, moves 178.95 units left-backward. Frame 11→12: quickly descends 1.10 units, moves 178.95 units left-backward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD0,Mesh,8,12,"[-624.553,20.45,-924.87]","[-770.47,19.35,-821.27]",178.95793050043915,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 1.10 units, moves 178.95 units right-forward. Frame 9→10: quickly rises 1.10 units, moves 178.95 units right-forward. Frame 10→11: quickly rises 1.10 units, moves 178.95 units right-forward. Frame 11→12: quickly rises 1.10 units, moves 178.95 units right-forward.",Large object moves quickly along a complex 3D path.
zoneRUINSTransition/cellReef_RuinsPassage/Sector/Cliffs/cliffBase01,Mesh,8,12,"[52.158,29.452,353.202]","[-37.57,33.66,459.51]",139.1769094066972,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 4.21 units, moves 139.11 units right-forward. Frame 9→10: quickly descends 4.21 units, moves 139.11 units right-forward. Frame 10→11: quickly descends 4.21 units, moves 139.11 units right-forward. Frame 11→12: quickly descends 4.21 units, moves 139.11 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk04,Mesh,8,12,"[-152.522,7.979,-374.756]","[-61.319,19.737,-270.518]",139.0028719739272,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 11.76 units, moves 138.50 units left-forward. Frame 9→10: quickly descends 11.76 units, moves 138.50 units left-forward. Frame 10→11: quickly descends 11.76 units, moves 138.50 units left-forward. Frame 11→12: quickly descends 11.76 units, moves 138.50 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",137.6513337530734,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 9→10: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 10→11: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 11→12: quickly rises 5.38 units, moves 137.55 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",137.6513337530734,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 9→10: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 10→11: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 11→12: quickly rises 5.38 units, moves 137.55 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",137.6513337530734,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 9→10: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 10→11: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 11→12: quickly rises 5.38 units, moves 137.55 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",137.6513337530734,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 9→10: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 10→11: quickly rises 5.38 units, moves 137.55 units left-backward. Frame 11→12: quickly rises 5.38 units, moves 137.55 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk01,Mesh,8,12,"[-159.134,8.062,-370.386]","[-60.014,21.455,-277.147]",136.73937973385722,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 13.39 units, moves 136.08 units left-forward. Frame 9→10: quickly descends 13.39 units, moves 136.08 units left-forward. Frame 10→11: quickly descends 13.39 units, moves 136.08 units left-forward. Frame 11→12: quickly descends 13.39 units, moves 136.08 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/ruinPillar01,Mesh,8,12,"[998.86,12.69,145.595]","[882.8,-12.44,83.6]",133.95827904612696,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 25.13 units, moves 131.58 units right-backward. Frame 9→10: quickly rises 25.13 units, moves 131.58 units right-backward. Frame 10→11: quickly rises 25.13 units, moves 131.58 units right-backward. Frame 11→12: quickly rises 25.13 units, moves 131.58 units right-backward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/LoDMesh,Mesh,8,12,"[882.8,-12.44,83.6]","[998.86,12.69,145.595]",133.95827904612696,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 25.13 units, moves 131.58 units left-forward. Frame 9→10: quickly descends 25.13 units, moves 131.58 units left-forward. Frame 10→11: quickly descends 25.13 units, moves 131.58 units left-forward. Frame 11→12: quickly descends 25.13 units, moves 131.58 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5)/LOD1,Mesh,8,12,"[-621.54,31.871,-891.528]","[-748.512,10.681,-854.69]",133.89526925175508,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 21.19 units, moves 132.21 units right-forward. Frame 9→10: quickly rises 21.19 units, moves 132.21 units right-forward. Frame 10→11: quickly rises 21.19 units, moves 132.21 units right-forward. Frame 11→12: quickly rises 21.19 units, moves 132.21 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5),Mesh,8,12,"[-621.54,31.871,-891.528]","[-748.512,10.681,-854.69]",133.89526925175508,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 21.19 units, moves 132.21 units right-forward. Frame 9→10: quickly rises 21.19 units, moves 132.21 units right-forward. Frame 10→11: quickly rises 21.19 units, moves 132.21 units right-forward. Frame 11→12: quickly rises 21.19 units, moves 132.21 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_Caverns/Sector/Mountains/mtnSpireMoss04/mountaintop,Mesh,8,12,"[-1017.219,39.03,799.645]","[-992.353,138.7,715.304]",132.9128704715988,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 99.67 units, moves 87.93 units left-backward. Frame 9→10: quickly descends 99.67 units, moves 87.93 units left-backward. Frame 10→11: quickly descends 99.67 units, moves 87.93 units left-backward. Frame 11→12: quickly descends 99.67 units, moves 87.93 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/valley_ramp04,Mesh,8,12,"[-626.744,4.921,-783.44]","[-662.94,2.63,-910.48]",132.11570950117928,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 2.29 units, moves 132.10 units right-backward. Frame 9→10: quickly rises 2.29 units, moves 132.10 units right-backward. Frame 10→11: quickly rises 2.29 units, moves 132.10 units right-backward. Frame 11→12: quickly rises 2.29 units, moves 132.10 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Main Nav/valley_platform01 (2),Mesh,8,12,"[-748.08,15.151,-824.7]","[-634.27,37.651,-887.257]",131.8041894212775,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 22.50 units, moves 129.87 units left-backward. Frame 9→10: quickly descends 22.50 units, moves 129.87 units left-backward. Frame 10→11: quickly descends 22.50 units, moves 129.87 units left-backward. Frame 11→12: quickly descends 22.50 units, moves 129.87 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_SeaTeeth/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk03,Mesh,8,12,"[-816.04,4.322,669.37]","[-922.396,3.528,593.649]",130.55994413678337,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.79 units, moves 130.56 units right-backward. Frame 9→10: quickly rises 0.79 units, moves 130.56 units right-backward. Frame 10→11: quickly rises 0.79 units, moves 130.56 units right-backward. Frame 11→12: quickly rises 0.79 units, moves 130.56 units right-backward.",Very large object moves quickly along a complex 3D path.
