ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description)"
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard01,Mesh,8,12,"[54.347,1037.49,573.321]","[76.27,1056.17,713.752]",573.4167920805945,143.35419802014863,143.35419802014863,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Deco/valley_ore_pebbles_02,Mesh,8,12,"[-176.7,23.491,-814.008]","[-205.91,32.142,-994.93]",733.8755642205288,183.4688910551322,183.4688910551322,1.0,stable,large,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape02/drapeMoss01,Mesh,8,12,"[820.64,30.463,95.819]","[954.789,12.5,140.841]",570.5520702477558,142.63801756193894,142.63801756193894,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneWILDS/cellWilds_SeaTeeth/Sector/Flora/desert_tree03/trunk/Leaves,Mesh,8,12,"[-871.32,20.011,598.794]","[-831.077,12.025,735.124]",569.4789779438748,142.3697444859687,142.3697444859687,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneMOSS/cellMoss_NorthPass/Sector/Cliffs/cliffWallMoss01,Mesh,8,12,"[-159.91,10.42,711.01]","[-286.32,8.665,646.45]",567.8106969756733,141.95267424391832,141.95267424391832,1.0,stable,huge,HORIZ_MID,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneSLIMULATIONS/cellSlimulationMoss_NorthPass/Sector/Cliffs/cliffWallMoss01,Mesh,8,12,"[885.776,8.71,1260.707]","[744.638,6.955,1275.788]",567.809145822784,141.952286455696,141.952286455696,1.0,stable,huge,HORIZ_MID,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard04,Mesh,8,12,"[114.591,1024.9,666.996]","[13.47,1047.05,570.19]",566.9212400607333,141.73031001518333,141.73031001518333,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk02,Mesh,8,12,"[-159.447,10.887,-373.102]","[-58.31,24.414,-275.121]",565.854382101968,141.463595525492,141.463595525492,1.0,stable,huge,HORIZ_MID,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneMOSS/cellMoss_Forest/Sector/Deco/Drapes/mossDrape02/drapeMoss01,Mesh,8,12,"[-253.067,10.72,479.122]","[-317.959,20.476,354.182]",564.4984294043695,141.12460735109238,141.12460735109238,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneMOSS/cellMoss_Forest/Sector/Deco/Drapes/mossDrape05/drapeMoss02,Mesh,8,12,"[-210.62,23.18,432.03]","[-349.3,26.22,406.08]",564.4790376975925,141.11975942439813,141.11975942439813,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02 (1),Mesh,8,12,"[-615.46,21.491,-939.419]","[-744.173,29.94,-885.498]",559.226554605555,139.80663865138874,139.80663865138874,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02 (1)/LOD1,Mesh,8,12,"[-615.46,21.491,-939.419]","[-744.173,29.94,-885.498]",559.226554605555,139.80663865138874,139.80663865138874,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02 (1)/LOD2,Mesh,8,12,"[-615.46,21.491,-939.419]","[-744.173,29.94,-885.498]",559.226554605555,139.80663865138874,139.80663865138874,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[-222.19,48.47,-913.39]","[-98.362,28.51,-974.761]",558.5434604397406,139.63586510993514,139.63586510993514,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD2,Mesh,8,12,"[-770.47,19.35,-821.27]","[-624.553,20.45,-924.87]",715.8317220017566,178.95793050043915,178.95793050043915,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD3,Mesh,8,12,"[-770.47,19.35,-821.27]","[-624.553,20.45,-924.87]",715.8317220017566,178.95793050043915,178.95793050043915,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD1,Mesh,8,12,"[-624.553,20.45,-924.87]","[-770.47,19.35,-821.27]",715.8317220017566,178.95793050043915,178.95793050043915,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD0,Mesh,8,12,"[-624.553,20.45,-924.87]","[-770.47,19.35,-821.27]",715.8317220017566,178.95793050043915,178.95793050043915,1.0,stable,large,HORIZ_HIGH,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneRUINSTransition/cellReef_RuinsPassage/Sector/Cliffs/cliffBase01,Mesh,8,12,"[52.158,29.452,353.202]","[-37.57,33.66,459.51]",556.7076376267888,139.1769094066972,139.1769094066972,1.0,stable,huge,HORIZ_HIGH,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk04,Mesh,8,12,"[-152.522,7.979,-374.756]","[-61.319,19.737,-270.518]",556.0114878957088,139.0028719739272,139.0028719739272,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk01,Mesh,8,12,"[-159.134,8.062,-370.386]","[-60.014,21.455,-277.147]",546.9575189354289,136.73937973385722,136.73937973385722,1.0,stable,huge,HORIZ_MID,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/ruinPillar01,Mesh,8,12,"[998.86,12.69,145.595]","[882.8,-12.44,83.6]",535.8331161845078,133.95827904612696,133.95827904612696,1.0,stable,huge,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/LoDMesh,Mesh,8,12,"[882.8,-12.44,83.6]","[998.86,12.69,145.595]",535.8331161845078,133.95827904612696,133.95827904612696,1.0,stable,huge,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5)/LOD1,Mesh,8,12,"[-621.54,31.871,-891.528]","[-748.512,10.681,-854.69]",535.5810770070203,133.89526925175508,133.89526925175508,1.0,stable,huge,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
