ObjectName,"ObjectType (from static file, if available)",StartFrame (first frame where object is relevant),EndFrame (last frame where object is relevant),"StartPosition (x,y,z at StartFrame)","EndPosition (x,y,z at EndFrame)",AvgSpeed (avg world units per frame),VisibilityRatio (fraction of frames visible),SizeChange (grow/shrink/stable),RelativeSize (approx. size compared to average scene object),PathSummary (detailed 3D path narrative),MovementSummary (short overall description)
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle01_Geo,Mesh,1,8,"[0.661,1.689,0.782]","[-15.267,1.598,10.648]",21.39987370787779,1.0,grow,tiny,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.15 units right-backward. Frame 4→5: quickly rises 31.88 units, moves 11.91 units right-forward. Frame 5→6: quickly descends 30.92 units, moves 7.64 units left-backward. Frame 6→7: quickly rises 37.80 units, moves 21.65 units left-backward. Frame 7→8: quickly descends 38.54 units, moves 5.28 units right-backward.",Small moves quickly along a complex 3D path.
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_LLever02_Geo,Mesh,1,8,"[0.529,1.218,0.659]","[-15.515,1.179,10.518]",21.398538874832305,1.0,grow,tiny,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.14 units right-backward. Frame 4→5: quickly rises 31.99 units, moves 11.49 units right-forward. Frame 5→6: quickly descends 31.03 units, moves 7.36 units left-backward. Frame 6→7: quickly rises 37.89 units, moves 21.53 units left-backward. Frame 7→8: quickly descends 38.58 units, moves 4.88 units right-backward. Lands back near the ground.","Small takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle03_Geo,Mesh,1,8,"[0.708,1.596,0.769]","[-15.282,1.502,10.687]",21.385317415639033,1.0,grow,tiny,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.15 units right-backward. Frame 4→5: quickly rises 31.87 units, moves 11.88 units right-forward. Frame 5→6: quickly descends 30.87 units, moves 7.58 units left-backward. Frame 6→7: quickly rises 37.75 units, moves 21.73 units left-backward. Frame 7→8: quickly descends 38.53 units, moves 5.31 units right-backward.",Small moves quickly along a complex 3D path.
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_LLever01_Geo,Mesh,1,8,"[0.647,1.218,0.659]","[-15.449,1.148,10.612]",21.374392520978773,1.0,grow,tiny,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.13 units right-backward. Frame 4→5: quickly rises 31.93 units, moves 11.55 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.36 units left-backward. Frame 6→7: quickly rises 37.77 units, moves 21.69 units left-backward. Frame 7→8: quickly descends 38.56 units, moves 5.04 units right-backward. Lands back near the ground.","Small takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle04_Geo,Mesh,1,8,"[0.746,1.524,0.722]","[-15.269,1.409,10.696]",21.37247597584602,1.0,grow,tiny,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.14 units right-forward. Frame 4→5: quickly rises 31.86 units, moves 11.81 units right-forward. Frame 5→6: quickly descends 30.83 units, moves 7.53 units left-backward. Frame 6→7: quickly rises 37.71 units, moves 21.78 units left-backward. Frame 7→8: quickly descends 38.53 units, moves 5.31 units right-backward. Lands back near the ground.",Small descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle05_Geo,Mesh,1,8,"[0.746,1.518,0.655]","[-15.23,1.371,10.656]",21.37132374376885,1.0,grow,tiny,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.13 units right. Frame 4→5: quickly rises 31.85 units, moves 11.72 units right-forward. Frame 5→6: quickly descends 30.85 units, moves 7.52 units left-backward. Frame 6→7: quickly rises 37.72 units, moves 21.77 units left-backward. Frame 7→8: quickly descends 38.55 units, moves 5.25 units right-backward. Lands back near the ground.",Small descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Hanlde02_Geo,Mesh,1,8,"[0.803,1.35,0.39]","[-15.12,1.089,10.557]",21.346908062622315,1.0,grow,tiny,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.08 units right-forward. Frame 4→5: quickly rises 31.82 units, moves 11.35 units right-forward. Frame 5→6: quickly descends 30.86 units, moves 7.38 units left-backward. Frame 6→7: quickly rises 37.67 units, moves 21.85 units left-backward. Frame 7→8: quickly descends 38.59 units, moves 5.08 units right-backward. Lands back near the ground.","Small takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_Needle02_Geo,Mesh,1,8,"[0.948,1.689,0.782]","[-15.106,1.523,10.875]",21.34446741894423,1.0,grow,tiny,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.15 units right-forward. Frame 4→5: quickly rises 31.75 units, moves 12.06 units right-forward. Frame 5→6: quickly descends 30.63 units, moves 7.63 units left-backward. Frame 6→7: quickly rises 37.52 units, moves 22.04 units left-backward. Frame 7→8: quickly descends 38.49 units, moves 5.68 units right-backward.",Small moves quickly along a complex 3D path.
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_RLever01_Geo,Mesh,1,8,"[0.958,1.217,0.66]","[-15.276,1.066,10.857]",21.313377810519764,1.0,grow,tiny,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.13 units right-forward. Frame 4→5: quickly rises 31.79 units, moves 11.71 units right-forward. Frame 5→6: quickly descends 30.59 units, moves 7.36 units left-backward. Frame 6→7: quickly rises 37.47 units, moves 22.12 units left-backward. Frame 7→8: quickly descends 38.50 units, moves 5.46 units right-backward. Lands back near the ground.","Small takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop/R22_Cockpit_RLever02_Geo,Mesh,1,8,"[1.077,1.218,0.658]","[-15.208,1.035,10.95]",21.291431043347796,1.0,grow,tiny,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.14 units right-forward. Frame 4→5: quickly rises 31.73 units, moves 11.78 units right-forward. Frame 5→6: quickly descends 30.48 units, moves 7.35 units left-backward. Frame 6→7: quickly rises 37.36 units, moves 22.28 units left-backward. Frame 7→8: quickly descends 38.49 units, moves 5.63 units right-backward. Lands back near the ground.","Small takes off, flies along a 3D path, and lands again."
Canvas/Panel/Row - Sticky Throttle,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1340.0,0.0]",41.89206122468863,0.0,unknown,unknown,"Starts in the air. Frame 1→2: hovers with negligible movement. Frame 2→3: quickly descends 100.00 units, moves 275.67 units right. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.",Object moves quickly along a complex 3D path.
Canvas/Panel/Row - Raw Throttle,Empty,1,8,"[0.0,1440.0,0.0]","[275.667,1406.667,0.0]",39.66785152297739,0.0,unknown,unknown,"Starts in the air. Frame 1→2: hovers with negligible movement. Frame 2→3: quickly descends 33.33 units, moves 275.67 units right. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.",Object moves quickly along a complex 3D path.
Canvas/Panel/Row - Sticky Collective/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1206.667,0.0]",39.51627250918802,0.0,unknown,unknown,"Starts in the air. Frame 1→2: hovers with negligible movement. Frame 2→3: quickly descends 233.33 units, moves 148.56 units right. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.",Object moves quickly along a complex 3D path.
Canvas/Panel/Row - Collective/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1273.333,0.0]",31.89550984264789,0.0,unknown,unknown,"Starts in the air. Frame 1→2: hovers with negligible movement. Frame 2→3: quickly descends 166.67 units, moves 148.56 units right. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.",Object moves quickly along a complex 3D path.
Canvas/Panel/Row - Sticky Throttle/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1340.0,0.0]",25.58338306720331,0.0,unknown,unknown,"Starts in the air. Frame 1→2: hovers with negligible movement. Frame 2→3: quickly descends 100.00 units, moves 148.56 units right. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.",Object moves quickly along a complex 3D path.
Main Camera,Camera,1,8,"[-9.661,14.895,-15.276]","[-9.945,7.278,4.542]",24.66243019583661,0.0,unknown,unknown,"Starts in the air. Frame 1→2: at a moderate speed descends 0.07 units, moves 0.10 units right-backward. Frame 2→3: quickly descends 9.81 units, moves 12.65 units right-backward. Frame 3→4: quickly rises 0.09 units, moves 0.35 units left-backward. Frame 4→5: quickly rises 34.79 units, moves 5.95 units left-forward. Frame 5→6: quickly descends 33.91 units, moves 6.95 units left-forward. Frame 6→7: quickly rises 37.80 units, moves 28.71 units left-backward. Frame 7→8: quickly descends 36.51 units, moves 13.03 units right-forward.",Object moves quickly along a complex 3D path.
Canvas/Panel/Row - Raw Throttle/Text (TMP) - Title,Empty,1,8,"[0.0,1440.0,0.0]","[148.563,1406.667,0.0]",21.75093423187114,0.0,unknown,unknown,"Starts in the air. Frame 1→2: hovers with negligible movement. Frame 2→3: quickly descends 33.33 units, moves 148.56 units right. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.",Object moves quickly along a complex 3D path.
R22_Helicopter_V2/Rotors_Group/Back Rotor - Mast,Empty,1,8,"[0.743,2.062,-2.237]","[-13.108,0.446,8.84]",21.48858265422319,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.37 units left-backward. Frame 4→5: quickly rises 31.57 units, moves 8.52 units left-forward. Frame 5→6: quickly descends 31.89 units, moves 7.32 units left-backward. Frame 6→7: quickly rises 38.17 units, moves 21.82 units left-backward. Frame 7→8: quickly descends 39.15 units, moves 5.14 units right-forward. Lands back near the ground.",Object descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/Rotors_Group/Main Rotor - Mast,Empty,1,8,"[0.809,3.024,-0.297]","[-13.786,2.163,9.974]",21.45177450013985,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Frame 3→4: quickly rises 0.56 units, moves 0.04 units left-backward. Frame 4→5: quickly rises 31.57 units, moves 11.23 units right-forward. Frame 5→6: quickly descends 31.33 units, moves 8.22 units left-backward. Frame 6→7: quickly rises 37.97 units, moves 21.53 units left-backward. Frame 7→8: quickly descends 38.77 units, moves 5.66 units right-backward.",Object moves quickly along a complex 3D path.
R22_Helicopter_V2/Camera LookAt Target,Empty,1,8,"[0.81,2.47,0.0]","[-14.27,1.84,10.212]",21.41142368674534,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Frame 3→4: quickly rises 0.56 units, moves 0.02 units right-forward. Frame 4→5: quickly rises 31.66 units, moves 11.35 units right-forward. Frame 5→6: quickly descends 31.15 units, moves 7.94 units left-backward. Frame 6→7: quickly rises 37.86 units, moves 21.63 units left-backward. Frame 7→8: quickly descends 38.69 units, moves 5.38 units right-backward.",Object moves quickly along a complex 3D path.
R22_Helicopter_V2/Graphics_Group/R22_Mechanical_Group,Empty,1,8,"[0.81,2.075,-0.618]","[-14.089,1.214,9.876]",21.395247582840515,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.09 units left-backward. Frame 4→5: quickly rises 31.66 units, moves 10.43 units right-forward. Frame 5→6: quickly descends 31.29 units, moves 7.59 units left-backward. Frame 6→7: quickly rises 37.90 units, moves 21.69 units left-backward. Frame 7→8: quickly descends 38.81 units, moves 4.97 units right-backward. Lands back near the ground.",Object descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/Graphics_Group/R22_Body_Gruop,Empty,1,8,"[0.803,1.976,-0.693]","[-14.099,1.096,9.835]",21.392062159772042,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.10 units left-backward. Frame 4→5: quickly rises 31.67 units, moves 10.29 units right-forward. Frame 5→6: quickly descends 31.31 units, moves 7.53 units left-backward. Frame 6→7: quickly rises 37.90 units, moves 21.70 units left-backward. Frame 7→8: quickly descends 38.82 units, moves 4.88 units right-backward. Lands back near the ground.",Object descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/Graphics_Group/R22_Cockpit_Gruop,Empty,1,8,"[0.803,1.634,0.336]","[-14.934,1.302,10.495]",21.362395153213136,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.07 units right-forward. Frame 4→5: quickly rises 31.79 units, moves 11.40 units right-forward. Frame 5→6: quickly descends 30.92 units, moves 7.52 units left-backward. Frame 6→7: quickly rises 37.72 units, moves 21.79 units left-backward. Frame 7→8: quickly descends 38.61 units, moves 5.14 units right-backward. Lands back near the ground.",Object descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/COG,Empty,1,8,"[0.81,1.668,-0.185]","[-14.582,1.079,10.181]",21.363506403528074,0.0,unknown,unknown,"Starts in the air. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.02 units left-backward. Frame 4→5: quickly rises 31.74 units, moves 10.77 units right-forward. Frame 5→6: quickly descends 31.09 units, moves 7.45 units left-backward. Frame 6→7: quickly rises 37.79 units, moves 21.76 units left-backward. Frame 7→8: quickly descends 38.71 units, moves 4.87 units right-backward. Lands back near the ground.",Object descends along a 3D path and comes down near the ground.
R22_Helicopter_V2/Rotors_Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Engines/Main Engine,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Engines,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Graphics_Group/R_22_Blendshapes,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2,PhysicsBody,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Audio Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Graphics_Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
R22_Helicopter_V2/Collider Group,Empty,1,8,"[0.81,0.89,0.0]","[-15.115,0.515,10.372]",21.32008018743839,0.0,unknown,unknown,"Starts near the ground. Frame 1→2: very slowly descends 0.00 units. Frame 2→3: quickly descends 0.87 units. Takes off from near the ground. Frame 3→4: quickly rises 0.56 units, moves 0.01 units right-forward. Frame 4→5: quickly rises 31.85 units, moves 10.67 units right-forward. Frame 5→6: quickly descends 30.91 units, moves 7.10 units left-backward. Frame 6→7: quickly rises 37.66 units, moves 21.90 units left-backward. Frame 7→8: quickly descends 38.66 units, moves 4.65 units right-backward. Lands back near the ground.","Object takes off, flies along a 3D path, and lands again."
HeliPad_001,Mesh,1,8,"[1.55,0.0,-0.67]","[1.55,0.0,-0.67]",0.0,1.0,stable,huge,Starts near the ground. Frame 1→2: hovers with negligible movement. Frame 2→3: hovers with negligible movement. Frame 3→4: hovers with negligible movement. Frame 4→5: hovers with negligible movement. Frame 5→6: hovers with negligible movement. Frame 6→7: hovers with negligible movement. Frame 7→8: hovers with negligible movement.,Very large object remains mostly still.
