ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description)"
zoneRANCH/cellRanch_Home/Sector/Constructions/techGuidePost,Mesh,4,8,"[94.06,14.518,-175.88]","[45.254,12.145,-110.582]",326.226561003239,81.55664025080975,81.55664025080975,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Home/Sector/Trees/treeReef02/treeBranch01,Mesh,4,8,"[69.32,22.096,-171.304]","[51.129,28.37,-92.684]",323.76238094009625,80.94059523502406,80.94059523502406,1.0,stable,tiny,HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/wallCapsule03,Mesh,6,8,"[163.23,5.45,51.53]","[126.42,12.69,34.15]",82.69118695483816,41.34559347741908,41.34559347741908,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony02,Mesh,4,8,"[-16.91,4.45,1.04]","[20.54,7.341,8.99]",153.57410620283616,38.39352655070904,38.39352655070904,1.0,stable,medium,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefTall01 (2),Mesh,4,8,"[27.59,6.82,-23.88]","[3.993,-4.242,-18.921]",106.1152531165996,26.5288132791499,26.5288132791499,1.0,stable,large,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Deco/decoRock13,Mesh,4,8,"[49.345,7.341,-16.033]","[-19.83,4.45,3.25]",287.4821064344701,71.87052660861752,71.87052660861752,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefTall01,Mesh,4,8,"[37.35,7.341,-7.11]","[5.6,-3.89,-19.62]",143.7051403951856,35.9262850987964,35.9262850987964,1.0,stable,medium,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Grass/grassThinColony01,Mesh,4,8,"[73.03,14.64,-172.81]","[107.84,12.25,-111.5]",282.17340200663847,70.54335050165962,70.54335050165962,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_FeralSink/Sector/Solid Filler/moundSand03/Rocks,Mesh,6,7,"[198.75,1.38,48.57]","[264.9,7.29,49.85]",66.42581576465581,66.42581576465581,66.42581576465581,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_FeralSink/Sector/Solid Filler/moundSand03,Mesh,6,7,"[198.75,1.38,48.57]","[264.9,7.29,49.85]",66.42581576465581,66.42581576465581,66.42581576465581,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Rocks/rockReefBoxy01,Mesh,4,8,"[79.958,14.17,-137.609]","[97.97,12.51,-97.62]",175.558895644738,43.8897239111845,43.8897239111845,1.0,stable,small,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/bushBlob01 (2),Mesh,6,8,"[107.63,10.386,26.95]","[143.43,18.6,26.62]",73.46342480445628,36.73171240222814,36.73171240222814,1.0,shrink,huge,HORIZ_MID,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_FeralSink/Sector/Cliffs/cliffBase01,Mesh,6,7,"[293.72,29.6,66.67]","[234.18,5.76,50.62]",66.11323392483537,66.11323392483537,66.11323392483537,1.0,shrink,huge,HORIZ_HIGH,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony02 (1),Mesh,4,8,"[-12.23,4.45,18.05]","[11.08,7.341,10.54]",98.63987680446485,24.659969201116212,24.659969201116212,1.0,stable,large,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Entrance/Sector/Solid Filler/moundSand02b (1),Mesh,4,8,"[89.49,12.22,-75.25]","[66.21,12.35,-67.86]",97.70055475789276,24.42513868947319,24.42513868947319,1.0,stable,large,HORIZ_MID,medium,medium,flat,Overall: moves at a moderate speed over a medium distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_PassageGrotto/Sector/Cliffs/cliffBase01,Mesh,4,8,"[197.063,25.16,-143.013]","[210.991,25.47,-155.056]",73.66075025412118,18.415187563530296,18.415187563530296,1.0,stable,huge,HORIZ_HIGH,medium,slow,moderate,Overall: moves slowly over a medium distance with moderate vertical variation. Phases: moves across the scene in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/treeReef02/treeLeaves01,Mesh,6,8,"[119.766,22.818,56.233]","[150.09,23.2,39.337]",69.4309935403491,34.71549677017455,34.71549677017455,1.0,shrink,huge,HORIZ_HIGH,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Grotto/Sector/Constructions/Wood Platform/woodPlat01 (1),Mesh,4,8,"[235.481,11.85,-104.594]","[249.111,7.22,-134.194]",131.6585766290977,32.914644157274424,32.914644157274424,1.0,stable,medium,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/moundSand04,Mesh,6,8,"[142.43,17.22,41.73]","[178.54,-2.7,25.48]",88.6521516941354,44.3260758470677,44.3260758470677,1.0,shrink,large,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Grass/grassThinColony01 (6),Mesh,4,8,"[48.3,14.682,-134.09]","[87.46,12.25,-82.07]",260.6300251007163,65.15750627517907,65.15750627517907,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinSprig01 (1),Mesh,4,8,"[-22.007,4.45,1.618]","[41.524,7.341,-9.094]",257.9703172382435,64.49257930956088,64.49257930956088,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk01,Mesh,6,8,"[94.928,13.464,43.962]","[102.752,-2.273,15.178]",67.45033138539796,33.72516569269898,33.72516569269898,1.0,stable,huge,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk03,Mesh,6,8,"[93.677,12.618,43.796]","[101.462,-2.742,15.065]",66.9927215748099,33.49636078740495,33.49636078740495,1.0,stable,huge,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk02,Mesh,6,8,"[95.068,11.49,42.466]","[102.72,-3.464,13.603]",66.79065770001071,33.395328850005356,33.395328850005356,1.0,stable,huge,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Lab/Sector/Solid Filler/moundSand02 (1),Mesh,4,5,"[205.2,14.69,-242.9]","[235.332,15.359,-313.869]",77.10372199835754,77.10372199835754,77.10372199835754,1.0,grow,large,HORIZ_HIGH,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/wallCapsule01,Mesh,6,8,"[157.316,7.82,48.094]","[125.56,11.31,39.46]",66.18669328497987,33.093346642489934,33.093346642489934,1.0,shrink,huge,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 4/corralPost,Mesh,4,8,"[118.55,8.507,-94.25]","[118.55,10.47,-156.75]",250.12327741335872,62.53081935333968,62.53081935333968,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 4/corralBase,Mesh,4,8,"[118.55,12.257,-94.25]","[118.55,14.22,-156.75]",250.12327741335872,62.53081935333968,62.53081935333968,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefBoxy01,Mesh,4,8,"[40.974,7.341,-24.201]","[4.43,-4.24,-20.27]",154.144672720143,38.53616818003575,38.53616818003575,1.0,stable,small,HORIZ_LOW,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.
SimplePlayer/FPSCamera/vac shape/Capsule2,Empty,4,8,"[98.246,13.835,-114.669]","[104.618,13.763,-112.197]",128.22144360734129,6.835082442809302,32.05536090183532,1.0,stable,medium,HORIZ_MID,long,medium,flat,Overall: moves at a moderate speed over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
SimplePlayer/FPSCamera/vac shape/Capsule3,Empty,4,8,"[98.246,13.835,-114.669]","[104.618,13.763,-112.197]",128.22144360734129,6.835082442809302,32.05536090183532,1.0,stable,medium,HORIZ_MID,long,medium,flat,Overall: moves at a moderate speed over a long distance with almost no vertical change. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Home/Sector/Grass/grassThinColony01 (5),Mesh,4,8,"[51.02,14.682,-129.37]","[86.71,12.25,-80.49]",242.28727160955032,60.57181790238758,60.57181790238758,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_FeralSink/Sector/Main Nav/cliffBase04,Mesh,6,7,"[204.591,2.17,45.997]","[261.4,7.65,45.17]",57.078689631069814,57.078689631069814,57.078689631069814,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Solid Filler/moundSand02,Mesh,4,8,"[26.37,7.341,10.35]","[3.89,4.33,-9.34]",120.14075884561409,30.035189711403522,30.035189711403522,1.0,stable,medium,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/areaCrag01 (1)/colCapsule,Empty,6,8,"[94.548,-10.76,43.533]","[101.423,-17.915,13.839]",62.61607736037128,31.30803868018564,31.30803868018564,1.0,stable,huge,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Grotto/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Dirt,Mesh,4,8,"[225.9,12.07,-119.92]","[222.79,12.16,-149.45]",118.77380856064181,29.693452140160453,29.693452140160453,1.0,stable,medium,HORIZ_MID,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Grotto/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Dirt/rocks,Mesh,4,8,"[225.9,12.07,-119.92]","[222.79,12.16,-149.45]",118.77380856064181,29.693452140160453,29.693452140160453,1.0,stable,medium,HORIZ_MID,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Flora/bushBlob02,Mesh,4,8,"[15.83,7.43,13.0]","[-10.6,4.45,-0.04]",118.48827114951082,29.622067787377706,29.622067787377706,1.0,stable,medium,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_FeralSink/Sector/Solid Filler/moundSand03b,Mesh,6,7,"[228.03,9.61,55.78]","[278.05,0.12,36.78]",54.34206933858887,54.34206933858887,54.34206933858887,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/bushBlob01 (3),Mesh,6,8,"[110.59,9.51,28.57]","[138.42,19.47,22.99]",60.16134639450813,30.080673197254065,30.080673197254065,1.0,shrink,huge,HORIZ_MID,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Lab/Sector/Grass/grassThinColony02,Mesh,4,5,"[226.47,14.75,-330.92]","[168.63,14.75,-255.27]",95.22808461793191,95.22808461793191,95.22808461793191,1.0,shrink,medium,HORIZ_HIGH,medium,fast,none,Overall: moves quickly over a medium distance. Phases: moves across the scene in a high region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony01 (6),Mesh,4,8,"[-9.26,4.45,-1.81]","[18.33,7.341,-0.66]",111.05951420747346,27.764878551868364,27.764878551868364,1.0,stable,medium,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/bushBlob01,Mesh,6,8,"[119.03,9.462,57.3]","[152.043,16.783,42.161]",74.09843536809667,37.04921768404834,37.04921768404834,1.0,stable,large,HORIZ_MID,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony01 (7),Mesh,4,8,"[-16.359,4.45,17.451]","[11.78,7.341,-1.53]",136.26090051074814,34.065225127687036,34.065225127687036,1.0,stable,small,HORIZ_LOW,long,medium,moderate,Overall: moves at a moderate speed over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefBoxy01 (4),Mesh,4,8,"[23.975,7.34,-14.963]","[5.63,-4.24,-31.26]",108.53405983376832,27.13351495844208,27.13351495844208,1.0,stable,medium,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 3/corralPost,Mesh,4,8,"[109.05,8.507,-94.25]","[118.55,10.47,-147.25]",215.52181769834812,53.88045442458703,53.88045442458703,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 1/corralBase,Mesh,4,8,"[118.55,12.257,-103.75]","[109.05,14.22,-156.75]",215.52181769834812,53.88045442458703,53.88045442458703,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 1/corralPost,Mesh,4,8,"[118.55,8.507,-103.75]","[109.05,10.47,-156.75]",215.52181769834812,53.88045442458703,53.88045442458703,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 3/corralBase,Mesh,4,8,"[109.05,12.257,-94.25]","[118.55,14.22,-147.25]",215.52181769834812,53.88045442458703,53.88045442458703,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/cliffWallSea01,Mesh,6,8,"[81.31,-14.134,37.35]","[100.02,-18.264,17.86]",54.661909955653755,27.330954977826877,27.330954977826877,1.0,stable,huge,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefBoxy01 (6),Mesh,4,8,"[19.75,13.48,-28.21]","[-6.12,-4.24,-21.41]",128.3429966924569,32.08574917311422,32.08574917311422,1.0,stable,small,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_FeralSink/Sector/Solid Filler/cliffWallReef01,Mesh,6,7,"[242.41,-0.18,68.78]","[290.25,-0.05,70.01]",47.85598604145568,47.85598604145568,47.85598604145568,1.0,shrink,huge,HORIZ_LOW,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Solid Filler/moundSand02b,Mesh,6,8,"[129.547,9.44,49.188]","[152.1,-5.354,10.47]",94.3733811834672,47.1866905917336,47.1866905917336,1.0,grow,medium,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Overgrowth/Sector/Trees/treeReef03/treeTrunk01,Mesh,4,8,"[-79.28,11.098,-146.009]","[-80.535,29.068,-147.944]",54.35219728769022,18.11739909589674,15.09783257991395,1.0,stable,huge,DESCEND_HIGH,medium,slow,large,Overall: moves slowly over a medium distance with large vertical variation. Phases: moves downward in a high region.
zoneREEF/cellReef_Intro/Sector/Deco/decoRock14,Mesh,4,8,"[32.213,7.358,-12.282]","[-16.094,4.45,-1.877]",198.00148435807245,49.50037108951811,49.50037108951811,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefBoxy01 (3),Mesh,4,8,"[27.727,7.341,-21.95]","[-0.444,-4.24,-18.718]",122.51828441502109,30.62957110375527,30.62957110375527,1.0,stable,small,HORIZ_LOW,long,medium,large,Overall: moves at a moderate speed over a long distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefBoxy01 (5),Mesh,4,8,"[23.733,7.2,-12.951]","[-2.77,-4.24,-22.03]",121.04285852539999,30.260714631349998,30.260714631349998,1.0,stable,small,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Rocks/rockReefTall01 (1),Mesh,4,8,"[26.39,7.341,-22.98]","[5.826,-5.087,-20.514]",96.6158940133558,24.15397350333895,24.15397350333895,1.0,stable,medium,HORIZ_LOW,medium,medium,large,Overall: moves at a moderate speed over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Solid Filler/moundSand02/Rocks,Mesh,4,8,"[26.37,7.341,10.35]","[3.89,4.33,-9.34]",120.14075884561409,30.035189711403522,30.035189711403522,1.0,stable,small,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony01 (2),Mesh,4,8,"[-1.26,4.45,1.16]","[38.94,7.341,-24.66]",191.46050374946785,47.86512593736696,47.86512593736696,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Grass/grassThinColony01 (46),Mesh,6,8,"[118.03,9.462,59.5]","[173.84,14.823,56.059]",112.34477116448278,56.17238558224139,56.17238558224139,1.0,shrink,small,HORIZ_MID,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Flora/bushBlob01 (1),Mesh,6,8,"[150.3,16.783,39.52]","[107.04,8.97,37.27]",88.03483558228528,44.01741779114264,44.01741779114264,1.0,grow,medium,HORIZ_MID,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneREEF/cellReef_CliffCaves/Sector/Grass/grassThinColony01 (45),Mesh,6,8,"[118.83,9.462,53.0]","[173.305,15.181,49.704]",109.74691252149194,54.87345626074597,54.87345626074597,1.0,stable,small,HORIZ_MID,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Lab/Sector/Grass/grassThinColony01,Mesh,4,5,"[229.164,14.87,-328.724]","[166.58,14.75,-252.71]",98.4626815194467,98.4626815194467,98.4626815194467,1.0,shrink,small,HORIZ_HIGH,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneRANCH/cellRanch_Lab/Sector/Solid Filler/moundSand02,Mesh,4,5,"[226.68,14.75,-264.45]","[165.445,14.74,-313.792]",78.6406910511346,78.6406910511346,78.6406910511346,1.0,shrink,medium,HORIZ_HIGH,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony01 (4),Mesh,4,8,"[-13.08,10.5,7.15]","[15.53,7.341,8.66]",115.29381464762106,28.823453661905265,28.823453661905265,1.0,stable,small,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_CliffCaves/Sector/Rocks/rockMoba13 (1),Mesh,6,8,"[126.44,7.964,43.86]","[168.52,11.386,53.76]",86.72823032899959,43.36411516449979,43.36411516449979,1.0,stable,medium,HORIZ_LOW,medium,fast,moderate,Overall: moves quickly over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Grass/grassThinColony01 (4),Mesh,4,8,"[90.099,12.153,-128.844]","[75.301,12.25,-85.588]",182.86921004914961,45.717302512287404,45.717302512287404,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Lab/Sector/Solid Filler/moundSand02 (1)/Rocks,Mesh,4,5,"[205.2,14.69,-242.9]","[235.332,15.359,-313.869]",77.10372199835754,77.10372199835754,77.10372199835754,1.0,grow,medium,HORIZ_HIGH,medium,fast,flat,Overall: moves quickly over a medium distance with almost no vertical change. Phases: moves across the scene in a high region.
zoneREEF/cellReef_CliffCaves/Sector/Rocks/rockMoba13,Mesh,6,8,"[128.09,8.631,44.11]","[170.19,13.82,42.27]",84.91693166854299,42.45846583427149,42.45846583427149,1.0,stable,medium,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinColony01 (5),Mesh,4,8,"[-8.05,4.45,2.04]","[18.89,7.341,-4.07]",111.10021285308143,27.775053213270358,27.775053213270358,1.0,stable,small,HORIZ_LOW,medium,medium,moderate,Overall: moves at a moderate speed over a medium distance with moderate vertical variation. Phases: moves across the scene in a low region.
fruitPogo(Clone)/model_pogofruit,Mesh,4,8,"[71.791,14.91,-166.385]","[71.907,14.91,-165.523]",188.26782645211048,0.8697700845625761,47.06695661302762,1.0,stable,tiny,HORIZ_HIGH;HORIZ_MID;HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region; moves across the scene in a mid-height region; moves across the scene in a high region.
fruitPogo(Clone)/Shadow,Mesh,4,8,"[71.791,14.911,-166.385]","[71.907,14.911,-165.523]",188.26683239055137,0.8697700845625761,47.06670809763784,1.0,stable,tiny,HORIZ_HIGH;HORIZ_MID;HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region; moves across the scene in a mid-height region; moves across the scene in a high region.
fruitPogo(Clone),PhysicsBody,4,8,"[71.791,14.95,-166.385]","[71.907,14.95,-165.523]",188.23393110447896,0.8697700845625761,47.05848277611974,1.0,stable,tiny,HORIZ_HIGH;HORIZ_MID;HORIZ_HIGH,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region; moves across the scene in a mid-height region; moves across the scene in a high region.
zoneREEF/cellReef_Intro/Sector/Grass/grassThinSprig02 (1),Mesh,4,8,"[-1.49,4.45,-4.78]","[42.25,7.341,-5.85]",175.39397394437472,43.84849348609368,43.84849348609368,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 2/corralBase,Mesh,4,8,"[109.05,12.257,-103.75]","[109.05,14.22,-147.25]",174.1770762873232,43.5442690718308,43.5442690718308,1.0,stable,tiny,HORIZ_MID,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.
zoneRANCH/cellRanch_Home/Sector/Ranch Features/landPlot/patchEmpty(Clone)/Frame/Post 2/corralPost,Mesh,4,8,"[109.05,8.507,-103.75]","[109.05,10.47,-147.25]",174.1770762873232,43.5442690718308,43.5442690718308,1.0,stable,tiny,HORIZ_LOW,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a low region.
zoneREEF/cellReef_FeralSink/Sector/Solid Filler/moundSand01,Mesh,6,7,"[212.53,4.09,47.27]","[248.709,0.136,64.479]",40.25796614336099,40.25796614336099,40.25796614336099,1.0,shrink,huge,HORIZ_LOW,medium,fast,large,Overall: moves quickly over a medium distance with large vertical variation. Phases: moves across the scene in a low region.
