ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",PhaseTimeline (Motion phases with approximate relative durations),PathTrace (Downsampled key positions along the trajectory),MaxSpeedEvent (Notable peak speed moment),LargestVerticalChangeEvent (Notable vertical excursion),DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description from core stats)",SemanticRole (Heuristic high-level role: Player/Enemy/Projectile/etc.),InteractionSummary (Close-approach / touch events with other objects),"NarrativeSummary (Compact narrative description using motion, phases & interactions)"
NoteDebrisHD(Clone),PhysicsBody,14,16,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",7.341270829139214,0.0,3.670635414569607,0.016666666666666666,unknown,tiny,HORIZ_HIGH;HORIZ_LOW,HORIZ_HIGH:0.50;HORIZ_LOW:0.50,"f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[-3.192,-2.352,-1.704];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",Peak speed ~5.919 between frames 15-16.,Vertical span from -2.352 (f15) to 1.129 (f15).,short,slow,moderate,Overall: moves slowly over a short distance with moderate vertical variation. Phases: moves across the scene in a high region; moves across the scene in a low region.,Unknown,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"It shifts short across the scene with some vertical variation. Its motion phases over time: HORIZ_HIGH:0.50;HORIZ_LOW:0.50. Key positions along its path: f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[-3.192,-2.352,-1.704];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone). Notable moments: Peak speed ~5.919 between frames 15-16. Vertical span from -2.352 (f15) to 1.129 (f15)."
NormalGameNote(Clone),Empty,14,16,"[-0.3,0.669,4.536]","[0.0,1.0,0.0]",3.6333576757594344,4.557944383162217,1.8166788378797172,0.0,unknown,unknown,HORIZ_MID,HORIZ_MID:1.00,"f14:[-0.300,0.669,4.536];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[-0.900,0.420,11.730];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",Peak speed ~1.817 between frames 14-15.,Vertical span from 0.250 (f14) to 1.000 (f14).,short,slow,flat,Overall: moves slowly over a short distance with almost no vertical change. Phases: moves across the scene in a mid-height region.,Unknown,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"It shifts short across the scene with almost no vertical change. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f14:[-0.300,0.669,4.536];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[-0.900,0.420,11.730];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone). Notable moments: Peak speed ~1.817 between frames 14-15. Vertical span from 0.250 (f14) to 1.000 (f14)."
NormalGameNote(Clone)/NoteCube/NoteArrowGlow,Mesh,14,16,"[-0.288,0.777,4.285]","[0.0,1.104,-0.253]",3.58065804008146,4.558872338638142,1.79032902004073,0.06666666666666667,grow,tiny,HORIZ_MID,HORIZ_MID:1.00,"f14:[-0.288,0.777,4.285];f14:[0.000,1.104,-0.253];f14:[0.000,1.104,-0.253];f14:[0.000,1.104,-0.253];f15:[-0.781,0.396,11.485];f15:[0.000,1.104,-0.253];f15:[0.000,1.104,-0.253];f15:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253]",Peak speed ~1.790 between frames 14-15.,Vertical span from 0.354 (f14) to 1.104 (f14).,short,slow,moderate,Overall: moves slowly over a short distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,Projectile,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a Projectile, this object shifts short across the scene with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f14:[-0.288,0.777,4.285];f14:[0.000,1.104,-0.253];f14:[0.000,1.104,-0.253];f14:[0.000,1.104,-0.253];f15:[-0.781,0.396,11.485];f15:[0.000,1.104,-0.253];f15:[0.000,1.104,-0.253];f15:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253];f16:[0.000,1.104,-0.253]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone). Notable moments: Peak speed ~1.790 between frames 14-15. Vertical span from 0.354 (f14) to 1.104 (f14)."
NoteCutSoundEffect(Clone),Empty,14,16,"[-1.215,0.816,1.18]","[0.0,0.0,0.0]",3.328486743251353,1.880021542429767,1.6642433716256766,0.0,unknown,unknown,HORIZ_MID,HORIZ_MID:1.00,"f14:[-1.215,0.816,1.180];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]",Peak speed ~1.664 between frames 14-15.,Vertical span from 0.000 (f14) to 1.577 (f14).,short,slow,moderate,Overall: moves slowly over a short distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,Unknown,touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone).,"It shifts short across the scene with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f14:[-1.215,0.816,1.180];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]. It touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone). Notable moments: Peak speed ~1.664 between frames 14-15. Vertical span from 0.000 (f14) to 1.577 (f14)."
NormalGameNote(Clone)/NoteCube/SmallCuttable,Empty,14,16,"[-0.3,0.669,4.536]","[0.0,1.0,0.0]",3.6333576757594344,4.557944383162217,1.8166788378797172,0.013333333333333334,unknown,tiny,HORIZ_MID,HORIZ_MID:1.00,"f14:[-0.300,0.669,4.536];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[-0.900,0.420,11.730];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",Peak speed ~1.817 between frames 14-15.,Vertical span from 0.250 (f14) to 1.000 (f14).,short,slow,flat,Overall: moves slowly over a short distance with almost no vertical change. Phases: moves across the scene in a mid-height region.,Unknown,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"It shifts short across the scene with almost no vertical change. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f14:[-0.300,0.669,4.536];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[-0.900,0.420,11.730];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone). Notable moments: Peak speed ~1.817 between frames 14-15. Vertical span from 0.250 (f14) to 1.000 (f14)."
BeatLine(Clone)/Light/BoxLight,Mesh,14,16,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.0,0.0,1.0,stable,medium,STILL_LOW,STILL_LOW:1.00,"f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a low region.,StaticObject,moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone); moves close to BurstSliderHeadNote(Clone)/NoteCube.,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_LOW:1.00. Key positions along its path: f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]. It moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone); moves close to BurstSliderHeadNote(Clone)/NoteCube."
GameCore/BloomSkyboxQuad,Mesh,13,16,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.0,0.0,0.75,unknown,huge,STILL_LOW,STILL_LOW:1.00,"f13:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a low region.,StaticObject,touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_LOW:1.00. Key positions along its path: f13:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]. It touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone)."
GameCore/GrabPassTexture1,Mesh,13,16,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.0,0.0,0.75,unknown,huge,STILL_LOW,STILL_LOW:1.00,"f13:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a low region.,StaticObject,touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_LOW:1.00. Key positions along its path: f13:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]. It touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; touches BurnPS(Clone)."
FlyingScoreEffect(Clone)/Line,Empty,14,16,"[0.0,-0.298,6.532]","[0.0,-0.298,6.532]",0.0,0.0,0.0,1.0,stable,tiny,STILL_LOW,STILL_LOW:1.00,"f14:[0.000,-0.298,6.532];f14:[0.000,-0.298,6.532];f14:[0.000,-0.298,6.532];f14:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a low region.,StaticObject,,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_LOW:1.00. Key positions along its path: f14:[0.000,-0.298,6.532];f14:[0.000,-0.298,6.532];f14:[0.000,-0.298,6.532];f14:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f15:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532];f16:[0.000,-0.298,6.532]."
CubeNoteHalfDebrisHD(Clone)/NoteDebrisMesh,Mesh,14,16,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,0.0,0.0,1.0,stable,small,STILL_MID,STILL_MID:1.00,"f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
BurstSliderNote(Clone)/NoteCube,Mesh,14,16,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,0.0,0.0,1.0,stable,tiny,STILL_MID,STILL_MID:1.00,"f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
BurstSliderHeadNote(Clone)/NoteCube,Mesh,14,16,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,0.0,0.0,1.0,stable,small,STILL_MID,STILL_MID:1.00,"f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
BurstSliderHeadNote(Clone)/NoteCube/NoteArrow,Mesh,14,16,"[0.0,1.108,-0.254]","[0.0,1.108,-0.254]",0.0,0.0,0.0,1.0,stable,tiny,STILL_HIGH,STILL_HIGH:1.00,"f14:[0.000,1.108,-0.254];f14:[0.000,1.108,-0.254];f14:[0.000,1.108,-0.254];f14:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a high region.,Projectile,moves close to BombNote(Clone)/Mesh; touches BurstSliderHeadNote(Clone)/NoteCube; touches BurstSliderNote(Clone)/NoteCube.,"As a Projectile, this object remains mostly in place. Its motion phases over time: STILL_HIGH:1.00. Key positions along its path: f14:[0.000,1.108,-0.254];f14:[0.000,1.108,-0.254];f14:[0.000,1.108,-0.254];f14:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f15:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254];f16:[0.000,1.108,-0.254]. It moves close to BombNote(Clone)/Mesh; touches BurstSliderHeadNote(Clone)/NoteCube; touches BurstSliderNote(Clone)/NoteCube."
BurnPS(Clone),Empty,14,16,"[0.0,0.0,0.0]","[0.0,0.0,0.0]",0.0,0.0,0.0,1.0,stable,tiny,STILL_LOW,STILL_LOW:1.00,"f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a low region.,StaticObject,touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurstSliderHeadNote(Clone)/NoteCube.,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_LOW:1.00. Key positions along its path: f14:[0.000,0.000,0.000];f14:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f15:[0.000,0.000,0.000];f16:[0.000,0.000,0.000];f16:[0.000,0.000,0.000]. It touches BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurstSliderHeadNote(Clone)/NoteCube."
BombNote(Clone)/Mesh,Mesh,14,16,"[0.0,0.463,0.0]","[0.0,0.463,0.0]",0.0,0.0,0.0,1.0,stable,medium,STILL_MID,STILL_MID:1.00,"f14:[0.000,0.463,0.000];f14:[0.000,0.463,0.000];f14:[0.000,0.463,0.000];f14:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f16:[0.000,0.463,0.000];f16:[0.000,0.463,0.000];f16:[0.000,0.463,0.000];f16:[0.000,0.463,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BurnPS(Clone); moves close to BurstSliderHeadNote(Clone)/NoteCube.,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,0.463,0.000];f14:[0.000,0.463,0.000];f14:[0.000,0.463,0.000];f14:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f15:[0.000,0.463,0.000];f16:[0.000,0.463,0.000];f16:[0.000,0.463,0.000];f16:[0.000,0.463,0.000];f16:[0.000,0.463,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BurnPS(Clone); moves close to BurstSliderHeadNote(Clone)/NoteCube."
CubeNoteSliceDebrisHD(Clone)/NoteDebrisMesh,Mesh,14,16,"[0.0,1.0,0.0]","[0.0,1.0,0.0]",0.0,0.0,0.0,1.0,stable,tiny,STILL_MID,STILL_MID:1.00,"f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f14:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f15:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000];f16:[0.000,1.000,0.000]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
Obstacle(Clone)/HideWrapper/ObstacleFakeGlow,Mesh,14,16,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,0.0,0.0,1.0,stable,huge,STILL_MID,STILL_MID:1.00,"f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
Obstacle(Clone)/ObstacleCore,Mesh,14,16,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,0.0,0.0,1.0,stable,huge,STILL_MID,STILL_MID:1.00,"f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
Obstacle(Clone)/HideWrapper/ObstacleFrame,Mesh,14,16,"[0.0,0.5,0.5]","[0.0,0.5,0.5]",0.0,0.0,0.0,1.0,stable,huge,STILL_MID,STILL_MID:1.00,"f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500]",,,none,none,none,Overall: stays mostly still. Phases: stays mostly still in a mid-height region.,StaticObject,moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone).,"As a StaticObject, this object remains mostly in place. Its motion phases over time: STILL_MID:1.00. Key positions along its path: f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f14:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f15:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500];f16:[0.000,0.500,0.500]. It moves close to BeatLine(Clone)/Light/BoxLight; moves close to BombNote(Clone)/Mesh; moves close to BurnPS(Clone)."
