ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
Environment/DoubleColorLaserL (4)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (4),2,Mesh,NeonLight,False,"[-2.125,-2.000,90.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (3)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (3),2,Mesh,NeonLight,False,"[2.125,-2.000,50.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL,2,Mesh,NeonLight,False,"[-2.125,-2.000,80.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (1)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (1),2,Mesh,NeonLight,False,"[2.125,-2.000,70.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL (1)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (1),2,Mesh,NeonLight,False,"[-2.125,-2.000,70.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (4)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (4),2,Mesh,NeonLight,False,"[2.125,-2.000,90.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL (2)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (2),2,Mesh,NeonLight,False,"[-2.125,-2.000,60.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (2)/BottomBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (2),2,Mesh,NeonLight,False,"[2.125,-2.000,60.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (2)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (2),2,Mesh,NeonLight,False,"[44.423,60.500,159.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (1)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (1),2,Mesh,NeonLight,False,"[-44.423,60.500,169.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (4)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (4),2,Mesh,NeonLight,False,"[44.423,60.500,189.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (2)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (2),2,Mesh,NeonLight,False,"[-44.423,60.500,159.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (1)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (1),2,Mesh,NeonLight,False,"[44.423,60.500,169.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL,2,Mesh,NeonLight,False,"[-44.423,60.500,179.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (3)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (3),2,Mesh,NeonLight,False,"[44.423,60.500,149.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (3)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (3),2,Mesh,NeonLight,False,"[-44.423,60.500,149.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (4)/TopBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (4),2,Mesh,NeonLight,False,"[-44.423,60.500,189.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (2)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (2),2,Mesh,NeonLight,False,"[-40.173,-64.500,-39.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (1)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (1),2,Mesh,NeonLight,False,"[-40.173,-64.500,-29.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (4)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (4),2,Mesh,NeonLight,False,"[-40.173,-64.500,-9.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (1)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (1),2,Mesh,NeonLight,False,"[40.173,-64.500,-29.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (2)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (2),2,Mesh,NeonLight,False,"[40.173,-64.500,-39.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL,2,Mesh,NeonLight,False,"[40.173,-64.500,-19.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (3)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (3),2,Mesh,NeonLight,False,"[40.173,-64.500,-49.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL (4)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserL (4),2,Mesh,NeonLight,False,"[40.173,-64.500,-9.648]","[60.000,337.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserR (3)/BottomBoxLight,DefaultEnvironment,Environment/DoubleColorLaserR (3),2,Mesh,NeonLight,False,"[-40.173,-64.500,-49.648]","[60.000,23.000,0.000]","[0.050,125.000,0.050]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/DoubleColorLaserL,DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[-2.125,-2.000,80.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserL (3),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[-2.125,-2.000,50.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserL (4),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[-2.125,-2.000,90.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserR (3),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[2.125,-2.000,50.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserR (2),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[2.125,-2.000,60.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserR (1),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[2.125,-2.000,70.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserL (1),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[-2.125,-2.000,70.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserR (4),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[2.125,-2.000,90.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserL (2),DefaultEnvironment,Environment,1,Empty,NeonLight,False,"[-2.125,-2.000,60.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/DoubleColorLaserR (1)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (1),2,Mesh,NeonLight,False,"[2.125,-2.000,70.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL (2)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (2),2,Mesh,NeonLight,False,"[-2.125,-2.000,60.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL (1)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (1),2,Mesh,NeonLight,False,"[-2.125,-2.000,70.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (4)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (4),2,Mesh,NeonLight,False,"[2.125,-2.000,90.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (2)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (2),2,Mesh,NeonLight,False,"[2.125,-2.000,60.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL (4)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (4),2,Mesh,NeonLight,False,"[-2.125,-2.000,90.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL (3)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL (3),2,Mesh,NeonLight,False,"[-2.125,-2.000,50.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserR (3)/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserR (3),2,Mesh,NeonLight,False,"[2.125,-2.000,50.000]","[60.000,23.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/DoubleColorLaserL/TopBakedBloom,DefaultEnvironment,Environment/DoubleColorLaserL,2,Mesh,NeonLight,False,"[-2.125,-2.000,80.000]","[60.000,337.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/BasicGameHUD/EnergyPanel/Laser,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel,3,Empty,NeonLight,False,"[0.000,-0.640,6.950]","[0.000,0.000,90.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight
Environment/BasicGameHUD/EnergyPanel/Laser/BoxLight,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel/Laser,4,Mesh,Default,False,"[0.000,-0.640,6.950]","[0.000,0.000,90.000]","[0.000,250.000,0.000]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/BasicGameHUD/EnergyPanel/Laser/BakedBloom,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel/Laser,4,Mesh,Default,False,"[0.000,-0.640,6.950]","[0.000,0.000,90.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Progress/ProgressColon,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Progress,6,Empty,UI,False,"[2.881,0.635,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Duration/DurationColon,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Duration,6,Empty,UI,False,"[3.396,0.635,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/LeftPanel/ComboPanel/Line0,DefaultEnvironment,Environment/BasicGameHUD/LeftPanel/ComboPanel,4,Empty,UI,False,"[-3.200,2.180,7.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/Spectrograms/Spectrogram/Spectrogram0,DefaultEnvironment,Environment/Spectrograms/Spectrogram,3,Mesh,Default,False,"[12.000,4.000,27.750]","[270.020,0.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshFilter|MeshRenderer
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Progress,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText,5,Empty,UI,False,"[2.935,0.760,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Environment/CoreLighting/LightWrapper0,DefaultEnvironment,Environment/CoreLighting,2,Empty,Default,False,"[6.000,5.000,20.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|LightRotationEventEffect
Environment/CoreLighting/LightWrapper1,DefaultEnvironment,Environment/CoreLighting,2,Empty,Default,False,"[-6.000,5.000,20.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|LightRotationEventEffect
Environment/NearBuildingLeft (2)/NeonTube (2)/BoxLight,DefaultEnvironment,Environment/NearBuildingLeft (2)/NeonTube (2),3,Mesh,NeonLight,False,"[-20.000,180.000,19.000]","[0.000,0.000,0.000]","[0.100,150.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingLeft (1)/NeonTube (2)/BoxLight,DefaultEnvironment,Environment/NearBuildingLeft (1)/NeonTube (2),3,Mesh,NeonLight,False,"[-10.000,177.000,-14.000]","[0.000,0.000,0.000]","[0.100,150.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingLeft (1)/NeonTube (2),DefaultEnvironment,Environment/NearBuildingLeft (1),2,Empty,NeonLight,False,"[-10.000,27.000,-14.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingLeft (2)/NeonTube (2),DefaultEnvironment,Environment/NearBuildingLeft (2),2,Empty,NeonLight,False,"[-20.000,30.000,19.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingLeft (1)/NeonTube (2)/BakedBloom,DefaultEnvironment,Environment/NearBuildingLeft (1)/NeonTube (2),3,Mesh,NeonLight,False,"[-10.000,27.000,-14.000]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingLeft (2)/NeonTube (2)/BakedBloom,DefaultEnvironment,Environment/NearBuildingLeft (2)/NeonTube (2),3,Mesh,NeonLight,False,"[-20.000,30.000,19.000]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/BasicGameHUD/EnergyPanel/FailIcon,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel,3,Empty,UI,False,"[0.000,-0.650,7.750]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/EnergyPanel/BarBG,DefaultEnvironment,Environment/BasicGameHUD/EnergyPanel,3,Empty,UI,False,"[0.000,-0.640,7.750]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/RightPanel/RecordingPanel,DefaultEnvironment,Environment/BasicGameHUD/RightPanel,3,Empty,DontShowInExternalMRCamera,False,"[3.200,0.230,7.000]","[0.000,0.000,0.000]","[0.010,0.010,0.010]",True,False,False,RectTransform|Canvas|CanvasScaler|RecordingUIController
Environment/NearBuildingRight (1)/NeonTubeDirectional (1)/BoxLight,DefaultEnvironment,Environment/NearBuildingRight (1)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[7.450,-5.500,-18.000]","[0.000,180.000,0.000]","[0.100,10.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingRight (2)/NeonTubeDirectional (1)/BoxLight,DefaultEnvironment,Environment/NearBuildingRight (2)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[17.450,-2.500,15.000]","[0.000,180.000,0.000]","[0.100,10.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingRight (2)/NeonTubeDirectional (1)/BakedBloom,DefaultEnvironment,Environment/NearBuildingRight (2)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[17.450,-2.500,15.000]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingRight (1)/NeonTubeDirectional (1)/BakedBloom,DefaultEnvironment,Environment/NearBuildingRight (1)/NeonTubeDirectional (1),3,Mesh,NeonLight,False,"[7.450,-5.500,-18.000]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingRight (2)/NeonTubeDirectional (1),DefaultEnvironment,Environment/NearBuildingRight (2),2,Empty,NeonLight,False,"[17.450,-2.500,15.000]","[0.000,180.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingRight (1)/NeonTubeDirectional (1),DefaultEnvironment,Environment/NearBuildingRight (1),2,Empty,NeonLight,False,"[7.450,-5.500,-18.000]","[0.000,180.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/BasicGameHUD/RightPanel/RecordingPanel/RecordingText,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/RecordingPanel,4,Empty,DontShowInExternalMRCamera,False,"[3.292,0.216,7.000]","[0.000,0.000,0.000]","[0.700,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/NearBuildingLeft (2)/NeonTubeDirectional/BoxLight,DefaultEnvironment,Environment/NearBuildingLeft (2)/NeonTubeDirectional,3,Mesh,NeonLight,False,"[-17.450,0.000,19.000]","[0.000,0.000,0.000]","[0.100,10.000,0.100]",True,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingLeft (1)/NeonTubeDirectional/BoxLight,DefaultEnvironment,Environment/NearBuildingLeft (1)/NeonTubeDirectional,3,Mesh,NeonLight,False,"[-7.450,-3.000,-14.000]","[0.000,0.000,0.000]","[0.100,10.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingLeft (1)/NeonTubeDirectional,DefaultEnvironment,Environment/NearBuildingLeft (1),2,Empty,NeonLight,False,"[-7.450,-3.000,-14.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingLeft (2)/NeonTubeDirectional,DefaultEnvironment,Environment/NearBuildingLeft (2),2,Empty,NeonLight,False,"[-17.450,0.000,19.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingLeft (1)/NeonTubeDirectional/BakedBloom,DefaultEnvironment,Environment/NearBuildingLeft (1)/NeonTubeDirectional,3,Mesh,NeonLight,False,"[-7.450,-3.000,-14.000]","[0.000,270.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingLeft (2)/NeonTubeDirectional/BakedBloom,DefaultEnvironment,Environment/NearBuildingLeft (2)/NeonTubeDirectional,3,Mesh,NeonLight,False,"[-17.450,0.000,19.000]","[0.000,270.000,0.000]","[1.000,1.000,1.000]",True,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/PlayersPlace/Collider,DefaultEnvironment,Environment/PlayersPlace,2,Empty,PlayersPlace,False,"[0.000,-0.090,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,True,Transform|BoxCollider
Environment/LightmapLightWithIds,DefaultEnvironment,Environment,1,Empty,Environment,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|LightmapLightsWithIds
Environment/BakedReflectionProbe,DefaultEnvironment,Environment,1,Empty,Default,False,"[0.000,1.500,5.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,Transform|BakedReflectionProbe
Environment/NearBuildingRight (1)/NeonTube (2),DefaultEnvironment,Environment/NearBuildingRight (1),2,Empty,NeonLight,False,"[10.000,27.000,-14.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingRight (2)/NeonTube (2),DefaultEnvironment,Environment/NearBuildingRight (2),2,Empty,NeonLight,False,"[20.000,30.000,19.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|TubeBloomPrePassLight|TubeBloomPrePassLightWithId
Environment/NearBuildingRight (1)/NeonTube (2)/BakedBloom,DefaultEnvironment,Environment/NearBuildingRight (1)/NeonTube (2),3,Mesh,NeonLight,False,"[10.000,27.000,-14.000]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingRight (2)/NeonTube (2)/BakedBloom,DefaultEnvironment,Environment/NearBuildingRight (2)/NeonTube (2),3,Mesh,NeonLight,False,"[20.000,30.000,19.000]","[0.000,90.000,0.000]","[1.000,1.000,1.000]",False,True,False,Transform|MeshRenderer|MeshFilter|Parametric3SliceSpriteController
Environment/NearBuildingRight (2)/NeonTube (2)/BoxLight,DefaultEnvironment,Environment/NearBuildingRight (2)/NeonTube (2),3,Mesh,NeonLight,False,"[20.000,180.000,19.000]","[0.000,0.000,0.000]","[0.100,150.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/NearBuildingRight (1)/NeonTube (2)/BoxLight,DefaultEnvironment,Environment/NearBuildingRight (1)/NeonTube (2),3,Mesh,NeonLight,False,"[10.000,177.000,-14.000]","[0.000,0.000,0.000]","[0.100,150.000,0.100]",False,True,False,Transform|MeshRenderer|MeshFilter|ParametricBoxController
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/Slider/Handle Slide Area,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/Slider,5,Empty,UI,False,"[3.200,0.940,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Progress/ProgressSeconds,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Progress,6,Empty,UI,False,"[3.050,0.620,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/Slider/Background,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/Slider,5,Empty,UI,False,"[3.200,0.940,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/Progress,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas,4,Empty,UI,False,"[2.700,0.970,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|ImageView
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/Slider,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas,4,Empty,UI,False,"[3.200,0.980,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|Canvas|Slider
Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Duration/DurationMinutes,DefaultEnvironment,Environment/BasicGameHUD/RightPanel/SongProgressCanvas/ProgressText/Duration,6,Empty,UI,False,"[3.280,0.620,6.990]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",True,False,False,RectTransform|CanvasRenderer|CurvedTextMeshPro
