ObjectName (Name of the Object),ObjectCategory (Potential Object Type),StartFrame (Frame where the object first appears),EndFrame (Frame where the object last appears),"StartPosition [x,y,z] at first valid position","EndPosition [x,y,z] at last valid position","PathLength (Sum of all displacements, added stepwise with abs value)",NetDisplacement (Vector value of end position - start position),AvgSpeed (Mean step speed over valid steps),VisibilityRatio (Percentage of frames where the object is visible),"SizeChange (Change in perceived size of the object, can be due to camera movement)",RelativeSize (Compared to other objects in the game),"MotionPhases (Symbolic phase sequence, e.g. STILL_LOW;ASCEND_MID)",PhaseTimeline (Motion phases with approximate relative durations),PathTrace (Downsampled key positions along the trajectory),MaxSpeedEvent (Notable peak speed moment),LargestVerticalChangeEvent (Notable vertical excursion),DistBand (Categorical range of total distance covered: none/short/medium/long),SpeedBand (Categorical range of average movement speed: none/slow/medium/fast),VertBand (Categorical range of vertical displacement: none/flat/moderate/large),"PathSummary (Short, deterministic natural-language description from core stats)",SemanticRole (Heuristic high-level role: Player/Enemy/Projectile/etc.),InteractionSummary (Close-approach / touch events with other objects),"NarrativeSummary (Compact narrative description using motion, phases & interactions)"
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD1,Mesh,8,12,"[-624.553,20.45,-924.87]","[-770.47,19.35,-821.27]",715.8317220017566,178.95793050043915,178.95793050043915,1.0,stable,large,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-624.553,20.450,-924.870];f8:[-770.470,19.350,-821.270];f9:[-624.553,20.450,-924.870];f9:[-770.470,19.350,-821.270];f10:[-624.553,20.450,-924.870];f10:[-770.470,19.350,-821.270];f11:[-624.553,20.450,-924.870];f11:[-770.470,19.350,-821.270];f12:[-624.553,20.450,-924.870];f12:[-770.470,19.350,-821.270]",Peak speed ~178.958 between frames 8-9.,Vertical span from 19.350 (f8) to 20.450 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD0; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD3.,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-624.553,20.450,-924.870];f8:[-770.470,19.350,-821.270];f9:[-624.553,20.450,-924.870];f9:[-770.470,19.350,-821.270];f10:[-624.553,20.450,-924.870];f10:[-770.470,19.350,-821.270];f11:[-624.553,20.450,-924.870];f11:[-770.470,19.350,-821.270];f12:[-624.553,20.450,-924.870];f12:[-770.470,19.350,-821.270]. It touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD0; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD3. Notable moments: Peak speed ~178.958 between frames 8-9. Vertical span from 19.350 (f8) to 20.450 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD0,Mesh,8,12,"[-624.553,20.45,-924.87]","[-770.47,19.35,-821.27]",715.8317220017566,178.95793050043915,178.95793050043915,1.0,stable,large,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-624.553,20.450,-924.870];f8:[-770.470,19.350,-821.270];f9:[-624.553,20.450,-924.870];f9:[-770.470,19.350,-821.270];f10:[-624.553,20.450,-924.870];f10:[-770.470,19.350,-821.270];f11:[-624.553,20.450,-924.870];f11:[-770.470,19.350,-821.270];f12:[-624.553,20.450,-924.870];f12:[-770.470,19.350,-821.270]",Peak speed ~178.958 between frames 8-9.,Vertical span from 19.350 (f8) to 20.450 (f8).,long,fast,flat,Overall: moves quickly over a long distance with almost no vertical change. Phases: moves across the scene in a high region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD1; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD3.,"As a DynamicObject, this object travels quickly over a long distance with almost no vertical change. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-624.553,20.450,-924.870];f8:[-770.470,19.350,-821.270];f9:[-624.553,20.450,-924.870];f9:[-770.470,19.350,-821.270];f10:[-624.553,20.450,-924.870];f10:[-770.470,19.350,-821.270];f11:[-624.553,20.450,-924.870];f11:[-770.470,19.350,-821.270];f12:[-624.553,20.450,-924.870];f12:[-770.470,19.350,-821.270]. It touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD1; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD2; touches zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (4)/grassThinColony02_LOD3. Notable moments: Peak speed ~178.958 between frames 8-9. Vertical span from 19.350 (f8) to 20.450 (f8)."
zoneRUINSTransition/cellReef_RuinsPassage/Sector/Cliffs/cliffBase01,Mesh,8,12,"[52.158,29.452,353.202]","[-37.57,33.66,459.51]",556.7076376267888,139.1769094066972,139.1769094066972,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[52.158,29.452,353.202];f8:[-37.570,33.660,459.510];f9:[52.158,29.452,353.202];f9:[-37.570,33.660,459.510];f10:[52.158,29.452,353.202];f10:[-37.570,33.660,459.510];f11:[52.158,29.452,353.202];f11:[-37.570,33.660,459.510];f12:[52.158,29.452,353.202];f12:[-37.570,33.660,459.510]",Peak speed ~139.177 between frames 8-9.,Vertical span from 29.452 (f8) to 33.660 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a high region.,UIElement,,"As a UIElement, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[52.158,29.452,353.202];f8:[-37.570,33.660,459.510];f9:[52.158,29.452,353.202];f9:[-37.570,33.660,459.510];f10:[52.158,29.452,353.202];f10:[-37.570,33.660,459.510];f11:[52.158,29.452,353.202];f11:[-37.570,33.660,459.510];f12:[52.158,29.452,353.202];f12:[-37.570,33.660,459.510]. Notable moments: Peak speed ~139.177 between frames 8-9. Vertical span from 29.452 (f8) to 33.660 (f8)."
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk04,Mesh,8,12,"[-152.522,7.979,-374.756]","[-61.319,19.737,-270.518]",556.0114878957088,139.0028719739272,139.0028719739272,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-152.522,7.979,-374.756];f8:[-61.319,19.737,-270.518];f9:[-152.522,7.979,-374.756];f9:[-61.319,19.737,-270.518];f10:[-152.522,7.979,-374.756];f10:[-61.319,19.737,-270.518];f11:[-152.522,7.979,-374.756];f11:[-61.319,19.737,-270.518];f12:[-152.522,7.979,-374.756];f12:[-61.319,19.737,-270.518]",Peak speed ~139.003 between frames 8-9.,Vertical span from 7.979 (f8) to 19.737 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-152.522,7.979,-374.756];f8:[-61.319,19.737,-270.518];f9:[-152.522,7.979,-374.756];f9:[-61.319,19.737,-270.518];f10:[-152.522,7.979,-374.756];f10:[-61.319,19.737,-270.518];f11:[-152.522,7.979,-374.756];f11:[-61.319,19.737,-270.518];f12:[-152.522,7.979,-374.756];f12:[-61.319,19.737,-270.518]. Notable moments: Peak speed ~139.003 between frames 8-9. Vertical span from 7.979 (f8) to 19.737 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]",Peak speed ~137.651 between frames 8-9.,Vertical span from 9.301 (f8) to 14.679 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring.,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]. It touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring. Notable moments: Peak speed ~137.651 between frames 8-9. Vertical span from 9.301 (f8) to 14.679 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]",Peak speed ~137.651 between frames 8-9.,Vertical span from 9.301 (f8) to 14.679 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave.,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]. It touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave. Notable moments: Peak speed ~137.651 between frames 8-9. Vertical span from 9.301 (f8) to 14.679 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]",Peak speed ~137.651 between frames 8-9.,Vertical span from 9.301 (f8) to 14.679 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave.,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]. It touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave. Notable moments: Peak speed ~137.651 between frames 8-9. Vertical span from 9.301 (f8) to 14.679 (f8)."
zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/ExplosionWave,Empty,8,12,"[-164.23,14.679,-839.208]","[-153.41,9.301,-976.328]",550.6053350122936,137.6513337530734,137.6513337530734,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]",Peak speed ~137.651 between frames 8-9.,Vertical span from 9.301 (f8) to 14.679 (f8).,long,fast,moderate,Overall: moves quickly over a long distance with moderate vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave.,"As a DynamicObject, this object travels quickly over a long distance with some vertical variation. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-164.230,14.679,-839.208];f8:[-153.410,9.301,-976.328];f9:[-164.230,14.679,-839.208];f9:[-153.410,9.301,-976.328];f10:[-164.230,14.679,-839.208];f10:[-153.410,9.301,-976.328];f11:[-164.230,14.679,-839.208];f11:[-153.410,9.301,-976.328];f12:[-164.230,14.679,-839.208];f12:[-153.410,9.301,-976.328]. It touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Flash Horizontal; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Ring; touches zoneVALLEY/cellValley_RaceTrack2/Sector/Constructs/objValleyAmmoStationType1/FX ACTIVE/FX Init/Wave. Notable moments: Peak speed ~137.651 between frames 8-9. Vertical span from 9.301 (f8) to 14.679 (f8)."
zoneRANCH/cellRanch_Docks/Sector/Cliffs/areaCrag03/areaCragChunk01,Mesh,8,12,"[-159.134,8.062,-370.386]","[-60.014,21.455,-277.147]",546.9575189354289,136.73937973385722,136.73937973385722,1.0,stable,huge,HORIZ_MID,HORIZ_MID:1.00,"f8:[-159.134,8.062,-370.386];f8:[-60.014,21.455,-277.147];f9:[-159.134,8.062,-370.386];f9:[-60.014,21.455,-277.147];f10:[-159.134,8.062,-370.386];f10:[-60.014,21.455,-277.147];f11:[-159.134,8.062,-370.386];f11:[-60.014,21.455,-277.147];f12:[-159.134,8.062,-370.386];f12:[-60.014,21.455,-277.147]",Peak speed ~136.739 between frames 8-9.,Vertical span from 8.062 (f8) to 21.455 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a mid-height region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_MID:1.00. Key positions along its path: f8:[-159.134,8.062,-370.386];f8:[-60.014,21.455,-277.147];f9:[-159.134,8.062,-370.386];f9:[-60.014,21.455,-277.147];f10:[-159.134,8.062,-370.386];f10:[-60.014,21.455,-277.147];f11:[-159.134,8.062,-370.386];f11:[-60.014,21.455,-277.147];f12:[-159.134,8.062,-370.386];f12:[-60.014,21.455,-277.147]. Notable moments: Peak speed ~136.739 between frames 8-9. Vertical span from 8.062 (f8) to 21.455 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/ruinPillar01,Mesh,8,12,"[998.86,12.69,145.595]","[882.8,-12.44,83.6]",535.8331161845078,133.95827904612696,133.95827904612696,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[998.860,12.690,145.595];f8:[882.800,-12.440,83.600];f9:[998.860,12.690,145.595];f9:[882.800,-12.440,83.600];f10:[998.860,12.690,145.595];f10:[882.800,-12.440,83.600];f11:[998.860,12.690,145.595];f11:[882.800,-12.440,83.600];f12:[998.860,12.690,145.595];f12:[882.800,-12.440,83.600]",Peak speed ~133.958 between frames 8-9.,Vertical span from -12.440 (f8) to 12.690 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.,UIElement,touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/LoDMesh.,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[998.860,12.690,145.595];f8:[882.800,-12.440,83.600];f9:[998.860,12.690,145.595];f9:[882.800,-12.440,83.600];f10:[998.860,12.690,145.595];f10:[882.800,-12.440,83.600];f11:[998.860,12.690,145.595];f11:[882.800,-12.440,83.600];f12:[998.860,12.690,145.595];f12:[882.800,-12.440,83.600]. It touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/LoDMesh. Notable moments: Peak speed ~133.958 between frames 8-9. Vertical span from -12.440 (f8) to 12.690 (f8)."
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/LoDMesh,Mesh,8,12,"[882.8,-12.44,83.6]","[998.86,12.69,145.595]",535.8331161845078,133.95827904612696,133.95827904612696,1.0,stable,huge,HORIZ_LOW,HORIZ_LOW:1.00,"f8:[882.800,-12.440,83.600];f8:[998.860,12.690,145.595];f9:[882.800,-12.440,83.600];f9:[998.860,12.690,145.595];f10:[882.800,-12.440,83.600];f10:[998.860,12.690,145.595];f11:[882.800,-12.440,83.600];f11:[998.860,12.690,145.595];f12:[882.800,-12.440,83.600];f12:[998.860,12.690,145.595]",Peak speed ~133.958 between frames 8-9.,Vertical span from -12.440 (f8) to 12.690 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a low region.,UIElement,touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/ruinPillar01.,"As a UIElement, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_LOW:1.00. Key positions along its path: f8:[882.800,-12.440,83.600];f8:[998.860,12.690,145.595];f9:[882.800,-12.440,83.600];f9:[998.860,12.690,145.595];f10:[882.800,-12.440,83.600];f10:[998.860,12.690,145.595];f11:[882.800,-12.440,83.600];f11:[998.860,12.690,145.595];f12:[882.800,-12.440,83.600];f12:[998.860,12.690,145.595]. It touches zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPillar01 (3)/ruinPillar01. Notable moments: Peak speed ~133.958 between frames 8-9. Vertical span from -12.440 (f8) to 12.690 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5)/LOD1,Mesh,8,12,"[-621.54,31.871,-891.528]","[-748.512,10.681,-854.69]",535.5810770070203,133.89526925175508,133.89526925175508,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-621.540,31.871,-891.528];f8:[-748.512,10.681,-854.690];f9:[-621.540,31.871,-891.528];f9:[-748.512,10.681,-854.690];f10:[-621.540,31.871,-891.528];f10:[-748.512,10.681,-854.690];f11:[-621.540,31.871,-891.528];f11:[-748.512,10.681,-854.690];f12:[-621.540,31.871,-891.528];f12:[-748.512,10.681,-854.690]",Peak speed ~133.895 between frames 8-9.,Vertical span from 10.681 (f8) to 31.871 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5).,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-621.540,31.871,-891.528];f8:[-748.512,10.681,-854.690];f9:[-621.540,31.871,-891.528];f9:[-748.512,10.681,-854.690];f10:[-621.540,31.871,-891.528];f10:[-748.512,10.681,-854.690];f11:[-621.540,31.871,-891.528];f11:[-748.512,10.681,-854.690];f12:[-621.540,31.871,-891.528];f12:[-748.512,10.681,-854.690]. It touches zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5). Notable moments: Peak speed ~133.895 between frames 8-9. Vertical span from 10.681 (f8) to 31.871 (f8)."
zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5),Mesh,8,12,"[-621.54,31.871,-891.528]","[-748.512,10.681,-854.69]",535.5810770070203,133.89526925175508,133.89526925175508,1.0,stable,huge,HORIZ_HIGH,HORIZ_HIGH:1.00,"f8:[-621.540,31.871,-891.528];f8:[-748.512,10.681,-854.690];f9:[-621.540,31.871,-891.528];f9:[-748.512,10.681,-854.690];f10:[-621.540,31.871,-891.528];f10:[-748.512,10.681,-854.690];f11:[-621.540,31.871,-891.528];f11:[-748.512,10.681,-854.690];f12:[-621.540,31.871,-891.528];f12:[-748.512,10.681,-854.690]",Peak speed ~133.895 between frames 8-9.,Vertical span from 10.681 (f8) to 31.871 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves across the scene in a high region.,DynamicObject,touches zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5)/LOD1.,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: HORIZ_HIGH:1.00. Key positions along its path: f8:[-621.540,31.871,-891.528];f8:[-748.512,10.681,-854.690];f9:[-621.540,31.871,-891.528];f9:[-748.512,10.681,-854.690];f10:[-621.540,31.871,-891.528];f10:[-748.512,10.681,-854.690];f11:[-621.540,31.871,-891.528];f11:[-748.512,10.681,-854.690];f12:[-621.540,31.871,-891.528];f12:[-748.512,10.681,-854.690]. It touches zoneVALLEY/cellValley_RaceTrack1/Sector/Rocks/valley_ore_05 (5)/LOD1. Notable moments: Peak speed ~133.895 between frames 8-9. Vertical span from 10.681 (f8) to 31.871 (f8)."
zoneWILDS/cellWilds_Caverns/Sector/Mountains/mtnSpireMoss04/mountaintop,Mesh,8,12,"[-1017.219,39.03,799.645]","[-992.353,138.7,715.304]",531.6514818863952,132.9128704715988,132.9128704715988,1.0,stable,huge,DESCEND_HIGH,DESCEND_HIGH:1.00,"f8:[-1017.219,39.030,799.645];f8:[-992.353,138.700,715.304];f9:[-1017.219,39.030,799.645];f9:[-992.353,138.700,715.304];f10:[-1017.219,39.030,799.645];f10:[-992.353,138.700,715.304];f11:[-1017.219,39.030,799.645];f11:[-992.353,138.700,715.304];f12:[-1017.219,39.030,799.645];f12:[-992.353,138.700,715.304]",Peak speed ~132.913 between frames 8-9.,Vertical span from 39.030 (f8) to 138.700 (f8).,long,fast,large,Overall: moves quickly over a long distance with large vertical variation. Phases: moves downward in a high region.,DynamicObject,,"As a DynamicObject, this object travels quickly over a long distance with strong changes in height. Its motion phases over time: DESCEND_HIGH:1.00. Key positions along its path: f8:[-1017.219,39.030,799.645];f8:[-992.353,138.700,715.304];f9:[-1017.219,39.030,799.645];f9:[-992.353,138.700,715.304];f10:[-1017.219,39.030,799.645];f10:[-992.353,138.700,715.304];f11:[-1017.219,39.030,799.645];f11:[-992.353,138.700,715.304];f12:[-1017.219,39.030,799.645];f12:[-992.353,138.700,715.304]. Notable moments: Peak speed ~132.913 between frames 8-9. Vertical span from 39.030 (f8) to 138.700 (f8)."
